,output
15594,"자포스와아마존에서배우는성장비법
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15595,"제과디저트 카페실무과정(마카롱,케이크포함)
(21570) 인천광역시 남동구 인주대로 582 1001호(구월동, 신현프라자 주1동) 
032-236-1600
bslee@hscook.com
662,000 원
총90시간"
15596,"세계적 사건으로 알아보는 위기관리 해법
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
50,490 원
총17시간"
15597,"분석의 힘! 핵심 경쟁력을 위한 정보관리 노하우
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
50,490 원
총17시간"
15598,"어린이돌보미 급식사 과정
(16489) 경기도 수원시 팔달구 인계로 140 (인계동 시안프라자) 8층,502호,503호 
031-233-1906
yori9988@naver.com
296,400 원
총39시간"
15599,"미용사 (네일) 자격증 취득반
(42628) 대구광역시 달서구 용산서로 4-22 (용산동) 3층 
053-565-0888
envygir@naver.com
1,294,000 원
총200시간"
15600,"[총무사무원] 컴퓨터활용능력 1급(필기+실기)
(44611) 울산광역시 남구 대학로 96 (무거동) 3층 (미래정보컴퓨터학원) 
052-247-1113
mr2471113@naver.com
726,960 원
총104시간"
15601,"AI와디지털의현재와미래
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15602,"요양보호사 자격증 취득과정(신규자)
(63272) 제주특별자치도 제주시 고마로 44 (일도이동 서진하이츠) 2층 201호 
064-723-1324
gamgull@hanmail.net
900,800 원
총320시간"
15603,"복붙하던 당신을 퇴근시켜 줄 엑셀 VBA
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
75,240 원
총18시간"
15604,"과정평가형 미용사(피부)국가자격취득과정
(35235) 대전광역시 서구 둔산서로 3 8층 전체 
042-472-9900
passiton-sh@daum.net
2,588,000 원
총400시간"
15605,"제과제빵기능사 자격취득(이론+실기)
(570957) 전라북도 익산시 익산대로 219 
063-852-2300
miomiru@naver.com
1,305,600 원
총192시간"
15606,"직장인이 꼭 알아야 할 회계기초
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
80,190 원
총27시간"
15607,"굴착기운전 + 지게차운전 자격증 취득
(28172) 충청북도 청주시 흥덕구 가로수로 503 (강내면) -청주시 흥덕구 청주역로 609-11 
043-275-5200
cj2755200@naver.com
871,200 원
총120시간"
15608,"캘리그라피 자격증
(03484) 서울특별시 은평구 응암동 가좌로 233(연희타워) 3층 
02-382-8851
hsyseo000@naver.com
367,200 원
총60시간"
15609,"미용사(메이크업) 자격증 취득과정(실기)
(07715) 서울특별시 강서구 화곡로 154 (화곡동 청산빌딩) 청산타워 9층 일부 
02-2605-2079
meeyoun77@naver.com
776,400 원
총120시간"
15610,"밀레니얼직원코칭을위한코칭레시피
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15611,"산모 신생아 건강관리사(경력자)
(142773) 서울특별시 강북구 도봉로 261 수유프라자５층 
02-980-2377
womanjob1@naver.com
258,400 원
총40시간"
15612,"미용사(일반)국가자격증취득과정(실기)
(50981) 경상남도 김해시 장유로 230 (부곡동 프리마빌딩) 5층 502호 
055-322-4574
festival4574@naver.com
1,552,800 원
총240시간"
15613,"컴퓨터활용능력2급+ITQ(한글/파포):실업자+근로자
(38655) 경상북도 경산시 대학로12길 21-2 (정평동) 2층 
053-812-0550
tae8970@naver.com
978,600 원
총140시간"
15614,"커피바리스타 2급자격취득과정
(35234) 대전광역시 서구 둔산남로 3 (둔산동) 운암키즈몰 6층 
042-471-9339
0114586092@hanmail.net
462,000 원
총60시간"
15615,"양식조리실무(카페브런치실무)
(21315) 인천광역시 부평구 청천동 부평대로 283(부평우림라이온스밸리) A동 B102호 B201호 B208호 
032-719-8047
sy19@loy-edu.or.kr
296,400 원
총39시간"
15616,"왁싱실무 과정
(03767) 서울특별시 서대문구 신촌로 201 (대현동 춘강빌딩) 2층, 3층 
02-323-9892
woosek0206@naver.com
517,600 원
총80시간"
15617,"전산회계1급 + 전산세무2급 자격증
(17035) 경기도 용인시 처인구 백옥대로2366번길 7-9 (모현읍 헤어링) 2층 
031-333-6005
soongi74@hanmail.net
1,180,800 원
총180시간"
15618,"[취업준비반]전산회계1급,세무2급+ERP(인사1급) 자격증 취득
(17035) 경기도 용인시 처인구 백옥대로2366번길 7-9 (모현읍 헤어링) 2층 
031-333-6005
soongi74@hanmail.net
1,180,800 원
총180시간"
15619,"미용사(네일) 자격증 취득
(63083) 제주특별자치도 제주시 노형8길 16 (노형동) 7층 
064-744-4179
m000107@naver.com
1,709,800 원
총260시간"
15620,"[과정평가형] 시각디자인 산업기사 취득과정 (포토샵,일러스트)
(28541) 충청북도 청주시 상당구 사직대로361번길 158-10 (북문로3가) 701호, 801호 
043-259-2800
koreait514@daum.net
2,697,600 원
총480시간"
15621,"미용사(피부)자격증 취득(필기, 실기)
(22132) 인천광역시 미추홀구 주안로 89 (주안동 오피스텔 디에이 리베로) 2층 전체 
032-772-1199
munmak1@hanmail.net
1,941,000 원
총300시간"
15622,"바리스타 핸드드립과정(홈카페마스터)
(57924) 전라남도 순천시 고지5길 8 (가곡동) 251-1 
061-811-3005
jnschool@naver.com
231,000 원
총30시간"
15623,"제과 및 제빵기능사 자격취득과정(이론+실기)
(37736) 경상북도 포항시 북구 불종로 65 (중앙동) 4층 
054-241-0486
twowind76@naver.com
1,169,600 원
총172시간"
15624,"요양보호사양성과정(신규/주간)
(17365) 경기도 이천시 영창로 181 (창전동) 2층 
031-635-1002
ichonurse@hanmail.net
1,000,000 원
총320시간"
15625,"(산대특)_울산지역 맞춤 스마트사무원(회계,인사,사무) 양성
(44611) 울산광역시 남구 대학로 96 (무거동) 3층 (미래정보컴퓨터학원) 
052-247-1113
mr2471113@naver.com
1,807,930 원
총212시간"
15626,"전기기능사 실기(평일)
(42620) 대구광역시 달서구 이곡동로 56 (이곡동) 3층, 4층 
053-710-8988
tk-dasan@naver.com
578,200 원
총72시간"
15627,"요양보호사 자격 취득과정 (1)
(14696) 경기도 부천시 안곡로 11 기풍빌딩 404호 
032-228-7080
vitaminhrd@gmail.com
920,000 원
총320시간"
15628,"전문호텔리어 실무자 양성과정
(41967) 대구광역시 중구 달구벌대로 2094 메디스퀘어빌딩3층 303호 
053-253-9292
behiigh@naver.com
1,341,300 원
총170시간"
15629,"레고 스토리, 전통과 혁신을 조립하다
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
50,490 원
총17시간"
15630,"매출 향상을 위한 SNS 마케팅
(13646) 경기도 성남시 수정구 위례광장로 21-9 (창곡동 위례우남역KCC웰츠타워) (3001, 3013~3019호) 
031-718-6696
snw0502@daum.net
134,380 원
총18시간"
15631,"컴퓨터활용능력2급(필기,실기)
(03382) 서울특별시 은평구 녹번로 76 (녹번동) 은평여성인력개발센터 
02-389-1976
epwomen1@hanmail.net
528,000 원
총88시간"
15632,"한식조리기능사 취득과정(이론+실기)
(47889) 부산광역시 동래구 충렬대로 378 2층 
051-516-8899
gjs463@hanmail.net
501,600 원
총66시간"
15633,"늘하던대로열심히NO!전략적사고로업무관리하기
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15634,"8가지 에피소드로 읽는 의사결정의 비밀(사례를 통해 배우는 직무 의사결정)
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
56,430 원
총19시간"
15635,"미용사(피부)국가자격증(필기,실기)취득 with 왁싱(하드/소프트)
(22132) 인천광역시 미추홀구 주안로 89 (주안동 오피스텔 디에이 리베로) 2층 전체 
032-772-1199
munmak1@hanmail.net
1,876,300 원
총290시간"
15636,"전기기능사(필기/실기)자격증취득반
(51376) 경상남도 창원시 의창구 의창대로62번길 2 (팔용동 동영오피스) 801호, 802호 
055-298-8444
jyu777@naver.com
1,061,750 원
총155시간"
15637,"박물관 옆 MBA_세계 유명 박물관의 성공 스토리
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
50,490 원
총17시간"
15638,"양식조리기능사 취득과정(이론+실기)
(02014) 서울특별시 중랑구 동일로 823-1 3층, 4층 
02-491-9992
lllop12@naver.com
608,000 원
총80시간"
15639,"[실내건축설계] 스케치업 활용(V-RAY)(30H)
(47296) 부산광역시 부산진구 중앙대로 688 한준빌딩 2층~6층 
051-912-1000
rc_ruler@naver.com
204,600 원
총30시간"
15640,"애견미용사 3급 취득과정
(58217) 전라남도 나주시 상야4길 10 (빛가람동) 213호, 218호 
061-333-8006
maumpower@naver.com
1,853,600 원
총280시간"
15641,"컴퓨터활용능력1급액세스실기
(54546) 전라북도 익산시 무왕로15길 1 (영등동) 3층 
063-917-0506
iksan_computer@naver.com
251,640 원
총36시간"
15642,"요양보호사자격취득
(32586) 충청남도 공주시 공주대학로 17-20 (신관동) 공주간호학원부설요양보호사교육원 
041-854-1373
cco0371@hanmail.net
1,000,000 원
총320시간"
15643,"요양보호사 자격 취득과정
(26436) 강원도 원주시 장미공원길 71-12 (단계동) 603강의실 
033-745-2603
rkdal7012@daum.com
900,160 원
총320시간"
15644,"여성복_패턴 봉제(스커트, 원피스, 자켓)
(21315) 인천광역시 부평구 청천동 부평대로 283(부평우림라이온스밸리) A동 B102호 B201호 B208호 
032-719-8047
sy19@loy-edu.or.kr
529,600 원
총80시간"
15645,"더좋은인재로성장하는뉴앨리트
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15646,"문서작성 OA실무 기초(한글+엑셀+파워포인트)
(21315) 인천광역시 부평구 청천동 부평대로 283(부평우림라이온스밸리) A동 B102호 B201호 B208호 
032-719-8047
sy19@loy-edu.or.kr
234,000 원
총39시간"
15647,"[ITQ] 엑셀,스프레드시트 실무 과정
(15011) 경기도 시흥시 서울대학로278번길 19-8 608호 (배곧동, 새롬프라자) 
031-434-1456
hicomschool@naver.com
120,000 원
총20시간"
15648,"미용사(네일)국가자격증 취득과정
(50948) 경상남도 김해시 내외중앙로 60 신한프라자 601호,602호 
055-336-4777
yeart417@naver.com
1,358,700 원
총210시간"
15649,"간호조무사 자격 취득과정 C
(15360) 경기도 안산시 단원구 예술대학로 17 (고잔동 안산중앙노블레스) 801호,802호,812호,813호,818호 
031-411-4760
liege@hanmail.net
3,240,640 원
총1520시간"
15650,"미용사(피부)자격증(실기)
(08019) 서울특별시 양천구 오목로 138 (신정동 신정스포렉스) 가동 2층 
02-2603-8889
mbeauty1@daum.net
1,164,600 원
총180시간"
15651,"(2024)처음부터 탄탄한 기초요리과정
(55081) 전라북도 전주시 완산구 용머리로 62 (효자동1가 국민은행효자동지점) 4층전부, 5층일부 
063-284-6262
amy3003@naver.com
360,000 원
총38시간"
15652,"[단기합격!] 컴퓨터활용능력2급(필기+실기) 자격증 취득반
(41968) 대구광역시 중구 중앙대로 283 엠투엠빌딩 6층 
053-425-5050
allpass_job@naver.com
360,000 원
총60시간"
15653,"챗GPT업무사용매뉴얼
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15654,"[PM 아카이브] Agile 프로젝트관리(PMBOK 7th중심)
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
50,490 원
총17시간"
15655,"스프링으로하는마이크로서비스구축
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
73,780 원
총34시간"
15656,"지게차운전기능사취득 실기과정
(10808) 경기도 파주시 임진나루길 253-24 (문산읍) 임진나루길253-22, 임진리63-6,63-7 
031-953-4200
bansuck56@hanmail.net
687,360 원
총96시간"
15657,"조리기능사(한식이론.실기)자격증대비반
(63196) 제주특별자치도 제주시 동광로 31 (이도일동 아남빌딩) 2층 
064-722-7008
bky8976@hanmail.net
850,000 원
총110시간"
15658,"포토샵,일러스트,인디자인 편집디자인 양성과정
(730903) 경상북도 구미시 1공단로7길 86-9 공단동,3층 
054-462-3610
gumiac@nate.com
1,384,000 원
총200시간"
15659,"전산회계1급 자격증과정
(21039) 인천광역시 계양구 경명대로 1051 (계산동 계림빌딩) 5층 일부, 6층 일부 
032-881-7600
mymun101@naver.com
472,320 원
총72시간"
15660,"삼국지 경영의 지혜
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
62,370 원
총21시간"
15661,"(산대특)역설계를 활용한 차세대 에너지원 부품 설계 및 CAM 가공 실무자 양성과정_육성산업
(51496) 경상남도 창원시 성산구 마디미서로 26 (상남동 한독빌딩) 601호 
055-267-7585
handok7585@naver.com
5,942,300 원
총700시간"
15662,"[캐드]전산응용건축제도기능사(CAD) 실기 과정
(61468) 광주광역시 동구 백서로175번길 8 (서석동) (1-5층) 
062-223-6123
eun0788@hanmail.net
545,600 원
총80시간"
15663,"중식+일식 조리기능사 자격증 취득과정(이론+실기)
(61041) 광주광역시 북구 설죽로 518 삼영빌딩 4층 일부 
062-526-0098
88858886@daum.com
1,094,400 원
총144시간"
15664,"2DAutoCAD(오토캐드) 기초 과정
(42612) 대구광역시 달서구 달구벌대로251안길 15 (이곡동) 3~9층 
053-427-3313
ynelec1@naver.com
195,900 원
총30시간"
15665,"기적의 리더십, 최강 조직으로 이끄는 S급 리더로 거듭나라
(04794) 서울특별시 성동구 성수동2가 성수일로8길 59 6층(성수동2가) 
02-2163-5724
pks9464@alpaco.co.kr
50,490 원
총17시간"
15666,"제빵기능사 취득과정(실기)
(31110) 충청남도 천안시 서북구 성정두정로 12 (성정동 두정메트로존) 5층 (주)세일직업전문학교 
041-523-7611
kyl0910@naver.com
448,800 원
총66시간"
15667,"핸드드립 자격 과정
(31110) 충청남도 천안시 서북구 성정두정로 12 (성정동 두정메트로존) 5층 (주)세일직업전문학교 
041-523-7611
kyl0910@naver.com
448,800 원
총66시간"
15668,"컴퓨터활용능력2급자격증(필기+실기)
(17035) 경기도 용인시 처인구 백옥대로2366번길 7-9 (모현읍 헤어링) 2층 
031-333-6005
soongi74@hanmail.net
600,000 원
총100시간"
15669,"(컴활2급)쉽게 따는 컴퓨터활용능력2급 자격증 실기주말반 B
(15360) 경기도 안산시 단원구 고잔2길 41 (고잔동 신양복합빌딩) 405~407호, 502호 
031-405-1255
ansan@himedia.co.kr
180,000 원
총30시간"
15670,"자바(Java),파이썬(Python) 활용 AI 기반 응용프로그래머 양성과정
(701835) 대구광역시 동구 화랑로 525 
053-983-8877
cha8877@hanmail.net
9,303,140 원
총980시간"
15671,"AutoCAD 실무 활용
(21559) 인천광역시 남동구 문화로133번길 14 (구월동) 진성직업전문학교 
032-817-1355
jinca01@naver.com
235,080 원
총36시간"
15672,"애견미용사 3급 자격증 취득과정
(18390) 경기도 화성시 떡전골로 110 (진안동) 2층 일부, 3층 일부 
031-224-5111
jjyghost@nate.com
2,912,800 원
총440시간"
15674,"제빵기능사 자격취득과정(이론동영상+실기)
(16489) 경기도 수원시 팔달구 인계로 140 (인계동 시안프라자) 8층,502호,503호 
031-233-1906
yori9988@naver.com
809,200 원
총113시간"
